,pos,year,player_name,Ortg,eFG,TS_per,twoPM,porpag,adjoe,adrtg,ogbpm,ast,pts,ast/tov,rimmade/(rimmade+rimmiss),gbpm,test_score
10840,Wing G,2011,deandre kane,99.4,49.2,52.56,112,2.59171,109.693,97.9807,2.10225,3.4062,15.25,1.0,0.6609,2.23939,48.07127817342656
10843,Wing G,2011,deandre liggins,106.5,49.2,52.25,76,2.09098,105.39,90.4115,1.1657,2.5263,8.6316,1.74540555,0.5753,4.90757,48.355704343083076
10847,Scoring PG,2015,deandre mathieu,107.9,48.5,51.92,94,2.39347,111.738,95.4789,1.13489,4.3333,8.6061,2.64806903,0.7528,3.51717,58.66372055125675
10855,Wing G,2021,deandre robinson,92.1,50.8,52.53,29,0.0238643,85.5841,115.394,-0.893218,0.8182,5.9091,0.71999296,0.5333,-3.56215,38.3230378197231
10857,Scoring PG,2022,deandre thomas,93.0,47.9,50.52,25,0.189083,87.5493,107.548,-2.63288,2.4643,6.8571,1.35297016,0.3,-3.69949,43.42910723359165
10859,Wing G,2020,deandre thomas,89.9,40.7,43.71,28,-0.514886,80.0579,117.404,-3.66636,1.3846,6.7692,1.09092348,0.5484,-6.05884,42.434303719401
10867,Wing G,2021,deangelo epps,92.3,52.0,55.28,23,0.0274559,85.6214,107.841,-2.2739,0.6842,5.4737,0.5,0.75,-3.10467,42.01570875720907
10873,Wing G,2014,deangelo priar,94.3,42.4,46.88,67,0.6172,95.1143,119.529,-0.483698,1.4828,10.3793,0.86004293,0.5,-2.93389,43.201205613839136
10874,Wing G,2015,deangelo priar,86.6,42.7,45.32,71,-0.189057,85.5401,117.497,-1.82908,2.0,10.0312,0.84210526,0.5,-4.62538,40.984114200473684
10880,Wing G,2016,deangelo stewart,113.4,57.7,58.82,31,1.45404,108.09,109.511,2.15235,0.6875,8.125,0.88005633,0.5476,0.831675,36.91232786139541
10883,Scoring PG,2017,de'antae mcmurray,96.4,44.9,48.36,39,1.11391,100.022,109.826,-0.328758,3.0323,9.129,1.84311936,0.4386,-1.22854,48.598726502608216
10889,Scoring PG,2019,deante strickland,113.1,51.7,53.42,28,1.25924,103.783,113.291,0.368227,2.4516,7.0,1.8536217,0.5484,-0.76601,46.57541206490768
10908,Wing G,2016,deckie johnson,108.1,48.7,53.65,62,2.42463,109.119,114.781,2.96698,2.2759,14.6552,1.17861206,0.6939,0.877652,48.339986516050395
10913,Wing G,2018,dedric boyd,86.7,40.8,46.26,61,0.699381,95.3184,114.536,-2.20292,2.0,13.125,0.8,0.4655,-5.50645,43.967111009830575
10916,Wing G,2022,dedric boyd,103.3,50.0,51.3,52,1.32036,102.481,109.655,1.31505,0.7812,9.8125,0.86206135,0.5789,-0.664324,36.980699226942086
10920,Scoring PG,2017,dedrick basile,101.7,51.5,53.28,88,1.71992,104.497,94.4507,1.43533,3.0286,12.6286,1.4520784,0.6237,3.98997,44.617392977976586
10921,Scoring PG,2016,dedrick basile,112.9,55.3,57.05,91,2.46492,112.422,96.533,3.16159,3.5667,12.2667,2.01884866,0.6275,6.04246,48.52418430704833
10924,Scoring PG,2010,dee bost,102.7,49.6,53.74,77,2.91865,110.024,93.5448,1.87778,5.2222,13.0,1.59320269,0.5455,3.06102,57.46777485444869
10933,Scoring PG,2013,dee davis,96.8,49.2,53.72,35,1.41278,99.4973,98.084,-0.64643,3.3571,8.1786,1.32393418,0.5217,-0.305713,52.09170462853856
10942,Wing G,2014,dee oldham,110.2,48.6,52.49,56,1.42165,104.279,117.703,1.20578,1.6897,9.6552,1.8149302,0.549,-0.891668,45.961862669151905
10944,Wing G,2017,de'edrick petty,96.4,42.1,49.98,56,1.05513,98.2751,128.186,0.195164,1.2759,13.3448,0.66074573,0.494,-4.81492,46.569562050805615
10946,Wing G,2013,de'end parker,102.7,46.9,51.04,76,2.19917,108.989,104.55,1.76745,1.8519,11.1481,1.66672671,0.5441,0.927895,46.149243760201045
10954,Wing G,2018,deion hammond,105.8,53.8,55.59,47,1.68204,107.609,107.418,2.3799,0.871,11.9677,0.69231378,0.44,1.29468,35.055252211302836
10955,Wing G,2021,deion hammond,96.6,44.1,49.38,67,2.04441,105.163,105.249,1.35472,1.8,16.8,0.87804878,0.5313,-0.298024,42.743853522188715
10956,Wing G,2019,deion hammond,96.4,48.6,51.21,61,0.921182,97.703,109.104,-0.134021,0.8824,11.7647,0.51726361,0.5517,-1.87855,36.71478582752108
10957,Wing G,2020,deion hammond,105.6,51.1,54.28,92,2.44705,108.943,105.782,3.23955,0.871,16.2903,0.71055634,0.6667,2.14429,37.87094332476598
10958,Wing G,2019,deion holmes,98.2,50.3,54.03,95,1.59106,103.643,112.973,1.08681,1.1724,14.8621,0.53967962,0.6083,-1.9885,38.86351159493505
10959,Wing G,2017,deion holmes,98.4,48.8,53.27,47,0.633677,96.1088,116.894,-2.30757,1.1667,8.8667,0.66038376,0.6889,-6.08591,44.13049465019612
10960,Wing G,2016,deion holmes,91.5,43.6,47.28,66,0.647113,95.3093,120.132,-1.64543,1.2143,11.9286,0.54839005,0.4364,-6.57404,38.70806324878835
10961,Wing G,2018,deion holmes,100.7,52.2,55.0,118,1.98235,109.432,128.54,1.35367,1.303,15.7576,0.46737687,0.5975,-4.9641,37.99359948334383
10963,Wing G,2015,deion lavender,102.1,50.3,54.45,50,0.897139,98.5053,105.429,0.218413,0.8125,6.5625,0.72222222,0.75,-0.43884,44.62968131849986
10965,Scoring PG,2017,deion lavender,90.3,41.4,46.78,66,0.138761,89.5109,105.02,-3.78608,3.4242,6.1515,1.73843737,0.593,-4.61846,55.126210070083665
10974,Scoring PG,2018,deishuan booker,108.8,56.5,62.84,82,2.31642,110.449,108.806,1.244,4.625,10.5625,1.57446809,0.6591,1.44054,60.72233287157782
10975,Scoring PG,2019,deishuan booker,110.0,50.4,62.39,115,3.73134,120.567,106.543,3.22433,4.3636,18.8485,1.10768133,0.6404,3.26833,64.64304637089752
10979,Wing G,2011,deividas dulkys,96.7,48.3,48.61,31,0.722754,94.5843,87.5172,0.385807,1.2121,7.2727,0.86957457,0.5714,3.88208,37.042934782155804
10991,Wing G,2018,dejan vasiljevic,121.4,59.5,60.56,37,2.44814,118.924,100.236,3.86302,0.4375,9.0312,0.875,0.6389,4.3638,37.13449895980845
10992,Wing G,2019,dejan vasiljevic,114.1,53.0,56.07,44,3.0536,115.039,101.931,3.18052,1.1562,11.75,1.37022996,0.625,3.02718,43.0418851624859
10994,Wing G,2020,dejan vasiljevic,112.3,51.6,55.23,65,3.39491,115.066,103.584,2.97789,1.0323,13.1935,1.18518944,0.6579,2.62915,43.29934344210837
11004,Scoring PG,2021,dejon jarreau,108.5,48.9,52.35,86,3.22852,118.181,86.41,3.87945,4.2903,10.6129,1.79728538,0.5753,7.52932,55.37216563550297
11006,Scoring PG,2017,dejon jarreau,91.8,48.8,51.99,85,1.01066,99.7503,97.5564,0.187944,4.5161,9.7742,1.38611457,0.5938,1.04991,52.86759027826999
11009,Scoring PG,2021,dejuan clayton,99.3,41.6,51.74,39,1.56152,97.4801,106.414,-1.43666,5.1875,14.875,1.84444444,0.4167,-2.10782,63.7677377831242
11010,Scoring PG,2019,dejuan clayton,97.6,44.2,50.9,111,1.43493,99.5808,114.253,-1.52162,3.8387,14.4839,1.3677891,0.575,-3.90056,54.3975048794655
11011,Scoring PG,2017,dejuan clayton,104.4,49.8,54.58,65,1.5092,101.411,120.268,0.150067,3.0938,12.4375,1.54690003,0.505,-2.70995,49.793159308311786
11017,Scoring PG,2013,dejuan mcgaughy,94.7,46.8,49.08,55,0.270011,88.6778,107.312,-2.61272,2.4138,6.7931,1.48935645,0.5303,-3.99558,45.35566433330038
11020,Wing G,2012,dejuan wright,105.9,52.1,57.26,97,3.3443,112.755,101.81,3.45425,1.9048,16.381,0.62501642,0.551,2.82969,44.62806596940654
11021,Wing G,2011,dejuan wright,109.0,56.5,61.0,116,2.75743,112.63,108.664,3.11673,1.1481,14.4074,0.43660633,0.6582,2.07981,42.024810181280266
11024,Wing G,2017,delano spencer,111.7,54.1,56.45,21,1.23861,104.07,102.919,0.674442,0.7241,8.3793,0.72409999,0.5714,0.789952,38.637932575584955
11025,Wing G,2016,delante jones,94.3,49.8,54.16,77,0.959701,96.3118,109.705,-2.01386,1.7667,12.0333,0.67090722,0.6765,-4.1169,43.75665241399379
11026,Wing G,2017,delante jones,85.8,47.1,50.34,82,0.290793,90.4516,110.364,-2.9536,1.7667,11.4667,0.56384642,0.5952,-5.72928,40.524243724132845
11027,Wing G,2019,delante jones,95.7,46.5,50.28,64,1.05869,98.1728,105.647,-0.4259,1.1538,12.0385,0.5660044,0.5,-1.80794,39.11739139694754
11034,Scoring PG,2012,delbert love,95.5,51.3,53.38,66,1.37296,96.6964,114.901,-0.580769,2.9,12.3,0.98864762,0.5441,-2.52681,44.03198899030576
11040,Scoring PG,2018,delfincko bogan,107.7,57.9,59.88,68,1.58454,104.338,105.461,-0.123892,3.0,9.3226,1.52462265,0.6863,1.4244,47.713424722253905
11047,Scoring PG,2015,delon wright,125.2,54.5,61.66,135,5.7605,136.98,83.3382,8.27648,5.0857,14.5429,2.61758206,0.6779,14.7263,66.80210236955516
11048,Scoring PG,2014,delon wright,119.2,57.2,63.34,152,5.07891,128.207,89.6565,6.21179,5.1935,15.8065,1.93975492,0.7072,11.5154,63.20824613741988
11087,Wing G,2015,demarcus gatlin,110.4,47.5,53.44,97,1.98923,111.228,92.1199,2.51232,1.9714,10.6286,1.49996204,0.5449,5.25447,48.808708725002944
11091,Wing G,2014,demarcus holland,95.1,44.6,46.98,78,0.463616,92.8392,97.1703,-0.589392,2.4,7.0571,1.27273697,0.5556,1.65134,45.25606323630091
11103,Wing G,2012,demario mayfield,97.0,45.0,47.48,86,1.65033,101.384,95.9409,0.988541,2.5517,11.1724,1.39620273,0.5378,1.4834,44.67697170247757
11109,Wing G,2020,demarius jacobs,105.8,52.0,54.92,35,1.06377,99.1048,94.3171,-0.0411046,1.0345,6.5862,1.07146557,0.5962,2.39095,42.0927801737901
11113,Wing G,2022,demarkus lampley,99.7,47.0,48.1,35,1.09886,96.4265,102.959,-0.438254,0.8182,10.3939,1.12498282,0.5714,-0.60872,36.3172846907524
11114,Wing G,2021,demarkus lampley,119.6,56.5,60.03,54,3.20848,114.226,104.795,3.88044,1.1071,14.6071,1.0,0.5714,3.43315,40.974210973542924
11120,Wing G,2022,demarr langford jr,102.5,46.7,50.25,133,2.288,104.738,101.331,1.28845,2.1875,11.3125,1.42861803,0.5725,1.76248,46.53908202792212
11121,Wing G,2021,demarr langford jr,92.9,43.2,50.54,35,0.723839,93.5471,103.231,-1.38288,1.3889,6.7222,0.71430779,0.5091,-1.63794,49.41285701083404
11126,Scoring PG,2011,demetrece young,110.7,54.1,57.7,53,2.33917,104.987,105.64,1.33049,3.931,10.2759,2.03573278,0.619,1.08977,54.71851957205876
11133,Wing G,2021,demetric horton,99.4,55.4,56.44,38,0.927101,97.8871,107.956,0.326069,1.6957,9.1304,0.86670074,0.6098,-0.421217,39.48603258922671
11134,Wing G,2022,demetric horton,112.4,53.7,55.34,70,2.44186,111.619,104.995,3.84047,2.0938,10.6562,1.81093234,0.6296,4.15533,44.54901841441402
11146,Wing G,2017,demetrius denzel dyson,109.3,59.8,62.11,107,2.51579,111.766,108.421,3.25102,1.1111,16.1111,0.50633427,0.6696,1.68484,36.70551943385911
11147,Wing G,2018,demetrius denzel dyson,103.7,54.8,57.93,76,1.99056,106.224,120.314,1.63146,1.0938,15.2188,0.51472939,0.6196,-2.22419,38.18854765733486
11156,Scoring PG,2016,demetrius jackson,115.9,51.4,55.97,139,4.89602,127.316,104.203,4.93665,4.6857,15.8,2.15791645,0.6301,5.14039,59.07455812911043
11159,Wing G,2017,demetrius mcreynolds,114.8,51.2,55.06,86,2.80241,115.312,107.239,4.53298,2.2069,14.7241,1.93944977,0.6818,3.52727,47.05498718843852
11160,Wing G,2016,demetrius mcreynolds,115.0,53.7,57.17,55,2.26011,113.948,106.497,3.11017,1.32,11.6,1.43478264,0.7059,2.15905,43.99026192387351
11171,Scoring PG,2018,demetrius troy,101.5,52.5,53.26,45,0.933462,98.2992,96.1259,-0.157354,3.7714,7.7429,1.69227315,0.55,1.7906,47.595179437878706
11172,Scoring PG,2019,demetrius troy,97.7,42.5,45.63,53,0.780399,95.503,100.502,-0.991992,3.8611,7.9722,2.07463331,0.4182,-0.452111,51.40833549283663
11186,Wing G,2011,demitrius conger,103.5,56.7,59.15,68,1.7369,101.099,104.765,2.15657,2.0968,10.0,0.79268111,0.5938,1.62983,43.54939721968542
11208,Wing G,2020,de'monte buckingham,96.4,42.1,46.85,52,0.643594,92.5351,105.144,-1.62882,1.8065,8.9355,1.30235742,0.5,-2.51334,45.937646490451684
11209,Wing G,2017,de'monte buckingham,104.3,54.4,58.06,78,1.93829,106.598,97.1245,1.34998,2.2571,10.4857,1.12855005,0.6289,3.23576,46.29203153536403
11210,Wing G,2018,de'monte buckingham,102.9,50.2,55.53,85,2.36209,109.541,105.877,1.87955,3.4333,12.2,1.28747147,0.6731,1.29158,53.88196111430671
11211,Wing G,2022,de'monte buckingham,115.7,59.2,61.35,68,3.01342,114.29,99.7489,4.57804,1.129,12.4516,0.68623872,0.6292,4.82496,39.72043029498629
11216,Scoring PG,2010,demonte harper,96.7,48.1,52.1,90,1.43143,99.5636,98.5291,-0.138951,3.2121,11.9394,0.97247958,0.4894,0.489873,47.462764793961476
11222,Scoring PG,2010,demontez stitt,103.9,51.7,56.1,86,2.58731,111.643,91.3185,2.56911,3.1333,11.4333,1.17497289,0.5398,4.62565,50.04727880675814
11223,Scoring PG,2017,demontrae jefferson,93.3,43.4,48.86,89,0.901966,95.6791,114.957,-1.18088,3.2593,14.8148,1.02326385,0.602,-3.92614,49.2513067394724
11224,Scoring PG,2018,demontrae jefferson,108.9,50.6,55.36,122,4.15547,119.918,115.039,4.2456,4.5556,23.2963,1.44709517,0.5273,1.7495,51.106253984521175
11229,Wing G,2017,deng adel,111.5,48.9,52.83,97,3.02007,116.963,91.2775,3.26524,2.1212,12.1212,1.55558819,0.6477,5.32013,47.630189190867945
11231,Wing G,2018,deng adel,106.2,51.1,55.42,128,3.22975,116.317,96.6546,2.92768,2.7647,14.9706,1.2207798,0.6364,3.62413,48.28061333760485
11245,Scoring PG,2010,denis clemente,114.1,48.6,51.89,121,4.57892,124.224,94.6893,5.21811,4.1111,16.5556,2.08452496,0.6047,5.9353,53.51393465258446
11279,Scoring PG,2017,dennis smith jr,109.5,52.0,56.31,136,4.58556,126.048,102.69,5.32612,6.1562,18.125,1.82405924,0.6398,6.00404,61.22752587831863
11296,Scoring PG,2011,denver holmes,95.6,49.2,54.79,55,0.913969,96.6258,104.21,-1.03088,2.7097,7.8387,1.35485005,0.5294,-1.90408,51.23459335534022
11297,Scoring PG,2012,denver holmes,113.1,57.9,62.43,83,2.86406,113.394,107.921,2.5664,3.5161,11.2581,1.87926234,0.6279,1.3998,54.246701301212596
11305,Scoring PG,2012,denzel brito,82.2,38.9,44.98,40,-0.365209,82.3182,108.063,-3.0422,3.5862,6.931,1.2529961,0.5,-5.15321,54.473662303415026
11309,Wing G,2017,denzel dulin,94.7,45.0,49.92,77,0.0455041,88.2397,110.484,-3.38231,1.4194,9.3871,0.83020412,0.593,-4.22548,43.85118204095214
11317,Scoring PG,2016,denzel ingram,106.2,46.8,50.99,52,2.19631,107.466,103.668,2.24251,3.3548,12.8065,1.82454989,0.3448,2.33749,48.895654149091364
11324,Wing G,2018,denzel keyes,109.5,53.0,54.71,96,1.21358,103.382,110.106,-0.245408,0.7429,9.2286,0.83877162,0.6538,-2.26697,38.213081291456405
11328,Wing G,2015,denzel livingston,110.1,48.3,56.59,127,3.94328,118.872,107.322,4.41895,2.931,21.5172,1.06249547,0.6142,4.37636,52.1486133925033
11329,Wing G,2021,denzel mahoney,98.4,45.5,48.64,62,2.32021,107.17,93.2729,0.845779,1.7,12.5,1.30769239,0.5789,1.9045,42.79863701190716
11331,Wing G,2017,denzel mahoney,115.0,52.5,58.72,85,2.89735,116.0,111.444,2.79408,1.2121,14.8788,0.88889705,0.5735,0.769062,45.04782049424571
11332,Wing G,2018,denzel mahoney,118.4,54.2,61.11,101,4.2799,127.313,116.687,4.86263,1.2581,19.2903,0.76470947,0.7,2.40034,46.39090434490435
11334,Wing G,2013,denzel valentine,94.6,49.3,51.61,51,0.970233,98.6875,85.9432,0.67855,2.4,5.0286,1.25372206,0.5962,3.76621,46.73615393170093
11336,Wing G,2014,denzel valentine,106.9,48.9,51.2,65,2.19099,110.021,92.5243,1.95537,3.7895,7.9737,2.08695897,0.5862,4.61924,52.763510660969196
11337,Wing G,2015,denzel valentine,114.2,55.7,58.35,95,4.31272,125.883,91.1393,7.07675,4.2821,14.5385,1.81521842,0.6667,9.44623,53.63706713162565
11338,Scoring PG,2013,denzell mcdaniel,88.5,44.4,47.46,30,-0.304797,82.0042,115.824,-3.35292,3.28,6.28,1.4642857,0.4878,-5.63637,49.34008005287778
11348,Wing G,2017,deon edwin,110.7,50.9,55.17,122,2.56096,113.67,100.913,2.74188,2.3611,13.1389,1.13334605,0.5689,4.09392,46.59183643441911
11354,Wing G,2015,deon jones,109.2,48.8,56.17,123,2.59666,114.2,101.153,2.85834,1.2424,12.8182,0.75922761,0.5809,2.84203,47.603579411954996
11355,Wing G,2012,deon jones,77.0,40.2,44.5,65,-1.0272,76.2374,110.823,-4.05178,1.2812,6.9688,0.43155484,0.5932,-5.74646,42.245942363311805
11357,Scoring PG,2015,deon mitchell,99.0,48.1,52.33,57,1.56905,109.576,92.623,1.72049,2.4571,7.4571,1.40977675,0.4894,3.22011,48.40424406338597
11358,Scoring PG,2013,deon mitchell,93.0,44.9,49.36,80,1.44422,100.577,93.8199,-0.995142,3.5758,8.6364,1.5128617,0.5492,0.105333,52.92680532497499
11360,Scoring PG,2014,deon mitchell,101.0,48.0,51.72,92,2.32239,112.585,107.031,1.1501,3.4,12.3,1.61904774,0.5329,0.180415,50.00273209859702
11362,Wing G,2021,deon stroud,98.0,52.5,54.26,80,1.94868,110.074,102.034,0.636526,0.6522,12.2174,0.30001381,0.6835,-0.302426,35.85574014718529
11367,Wing G,2019,deondre burns,97.6,47.3,52.39,64,0.965226,98.4956,106.414,-2.19593,1.56,10.0,0.92857142,0.5349,-3.13892,44.597410168281144
11368,Scoring PG,2020,deondre burns,109.4,49.0,53.24,141,3.11099,112.76,106.015,2.18958,4.0968,15.2903,1.92428368,0.5258,1.3103,53.03117897836699
11370,Wing G,2016,deondre parks,108.3,48.4,53.54,109,2.70691,111.9,102.44,1.92643,1.5625,14.8125,0.90906449,0.5446,2.08874,43.96136301091911
11371,Wing G,2015,deondre parks,106.5,51.1,54.63,93,2.3008,107.978,102.394,1.46244,1.9143,14.0286,1.08067065,0.5583,0.637101,42.73101299405832
11372,Scoring PG,2010,deonta vaughn,108.4,48.9,54.21,51,2.97502,114.248,93.611,2.50261,3.5143,11.6857,1.61844892,0.5254,4.99708,54.10650580089678
11381,Wing G,2017,deontae north,106.1,51.2,54.82,86,1.85493,108.932,111.096,1.87381,1.9333,13.7,1.18367727,0.7011,0.36196,44.19196678398353
11387,Wing G,2022,deontaye buskey,81.0,38.3,40.91,42,-0.361358,81.9864,113.82,-3.0228,2.1667,9.9,1.0317619,0.4884,-5.79807,41.65858635160558
11390,Wing G,2022,deonte billups,100.3,53.5,55.34,23,0.853166,96.1107,102.537,0.101583,1.2188,9.0,0.82979302,0.4516,0.327879,37.47604467446017
11391,Wing G,2020,deonte billups,97.8,47.2,49.95,63,0.746545,93.2217,105.607,-1.71715,1.6364,8.7576,0.9642899,0.4952,-2.64921,41.625924153067004
11392,Wing G,2021,deonte billups,94.0,56.1,55.59,39,0.206751,87.5391,112.212,-2.33947,1.2609,8.5217,0.56863894,0.5682,-4.8599,34.26667112684957
11396,Scoring PG,2014,deonte burton,117.2,52.5,57.31,166,5.22374,128.502,106.895,5.68099,4.4375,20.0938,2.18466923,0.6959,6.56093,56.73920621947202
11397,Scoring PG,2011,deonte burton,109.8,49.3,55.62,84,3.1242,116.844,102.993,3.19547,3.5484,13.7097,1.61768856,0.5957,4.34342,55.596981137337764
11398,Scoring PG,2012,deonte burton,114.9,48.2,55.75,85,3.76899,119.188,101.038,3.80151,4.1176,14.8235,2.05879998,0.5309,4.33057,59.8904542615413
11399,Scoring PG,2013,deonte burton,107.7,49.7,55.52,123,4.13112,120.074,105.026,4.80459,3.5333,16.7,1.49292264,0.6364,4.52844,54.542991483546786
11410,Wing G,2020,dequan morris,94.5,45.9,50.2,68,0.451963,90.0392,104.36,-2.04067,1.4643,8.0357,0.89128982,0.7324,-1.11423,45.8002807405766
11411,Wing G,2021,dequan morris,105.9,57.5,59.82,80,1.39148,102.055,116.236,-0.143231,0.4348,8.7826,0.31251348,0.6849,-2.14321,38.301984535506136
11412,Wing G,2022,dequan morris,103.6,52.0,56.09,106,2.37994,108.39,119.228,1.06256,1.3043,14.6522,0.65214998,0.6596,-1.52581,42.14491470566001
11416,Scoring PG,2017,dequon miller,105.4,47.5,51.62,80,2.51281,108.335,108.412,1.22261,3.7576,12.697,1.69865739,0.5,0.221368,52.27442263572336
11420,Wing G,2016,derail green,100.3,47.7,53.3,78,1.15768,100.016,112.256,-1.13178,2.16,10.92,1.12500007,0.4762,-3.03032,47.14975797454878
11426,Wing G,2011,derek brooks,108.9,58.8,61.62,63,2.37302,116.243,100.111,3.19416,1.5667,10.0,1.17505437,0.7414,3.47108,44.20155688403546
11442,Wing G,2019,derek hawthorne jr,104.4,46.4,49.8,58,1.03447,98.1595,115.281,0.118225,1.5333,9.6667,1.31421962,0.5441,-1.62861,43.52682785463166
11443,Wing G,2020,derek hawthorne jr,106.0,48.1,52.4,95,2.46294,106.065,120.451,1.27022,2.3448,14.2414,1.21429311,0.5872,-2.59838,47.20820558386271
11447,Scoring PG,2015,derek jackson,116.1,54.1,56.24,55,2.83334,111.201,100.451,2.71493,3.2941,10.6471,2.2399701,0.5294,4.64518,49.74806343532747
11449,Scoring PG,2011,derek needham,90.7,44.4,48.16,77,1.29187,96.8838,94.0725,-0.253814,4.5455,14.0606,1.17188303,0.4688,0.119556,50.21841722560606
11450,Scoring PG,2013,derek needham,100.4,48.6,52.0,97,2.6374,108.401,96.4354,1.88133,3.1429,14.6,1.17023497,0.6,2.52403,47.420058449931844
11451,Scoring PG,2012,derek needham,97.9,52.1,53.83,44,1.65157,101.439,96.3304,0.775768,3.4483,11.7931,1.19046464,0.5349,1.06602,45.47515892465662
11452,Scoring PG,2010,derek needham,96.9,44.1,48.72,129,2.59286,106.512,103.01,1.45279,5.2059,16.4118,1.36155363,0.5612,0.776629,55.85881135466212
11471,Scoring PG,2021,derek st hilaire,103.8,54.1,56.31,52,1.57358,101.793,110.897,1.1136,2.64,12.32,1.11864416,0.5424,-1.52335,43.43206828555873
11481,Scoring PG,2010,derek williams,109.8,49.4,55.14,120,4.44551,120.575,105.417,3.74211,3.5862,16.8276,1.44441759,0.6348,2.80302,55.06612070129101
11484,Scoring PG,2011,deremy geiger,97.8,42.4,48.98,27,1.24264,99.4801,104.751,0.0934464,2.6129,8.6452,1.50002874,0.3902,-0.785043,51.89434351423707
11487,Wing G,2022,dereon seabron,111.4,50.6,55.28,189,4.72298,124.146,102.951,5.45487,3.125,17.3438,1.31578947,0.5549,5.25474,50.58468575096458
11494,Wing G,2020,de'riante jenkins,106.4,47.4,52.78,60,2.36903,110.795,88.9013,2.87704,2.0,10.7143,1.51354619,0.6,6.60527,49.03037027730555
11495,Wing G,2019,de'riante jenkins,101.5,50.2,52.04,69,1.71671,105.265,89.4973,2.54818,2.0312,11.3438,1.16068568,0.5926,5.08301,41.34702178374506
11502,Scoring PG,2012,deric rudolph,103.1,46.8,49.16,10,1.33786,99.0048,100.63,1.08602,1.5806,10.0323,1.11356915,0.2143,1.33022,38.235989024981414
11503,Wing G,2013,derick beltran,102.5,48.3,52.78,85,2.24549,103.594,97.9936,1.76463,1.4667,15.9,0.83019185,0.6563,2.04993,42.07124492162413
11504,Wing G,2012,derick beltran,96.1,45.7,52.04,88,1.38417,98.3756,109.735,0.478339,1.5,13.7143,0.699986,0.5846,-1.14604,45.04904445761079
11507,Scoring PG,2012,derick flowers,92.1,45.1,51.92,39,0.452185,90.6574,106.861,-3.32313,3.1379,7.8966,1.21332461,0.4915,-4.63829,53.93664610693331
11510,Wing G,2017,derick newton,111.4,54.1,59.44,119,2.98231,114.421,116.123,3.93094,1.2812,17.75,0.71929037,0.55,1.3107,41.62850201773611
11518,Scoring PG,2015,deron powers,109.5,45.8,52.54,67,1.72692,102.66,105.419,0.245118,3.7647,10.1471,2.32733681,0.4342,0.152296,57.316158472885235
11519,Scoring PG,2014,deron powers,100.1,43.3,50.94,85,1.12291,98.8487,105.393,-0.879377,3.8667,12.0,1.41466358,0.418,-1.94328,55.59877291351347
11526,Wing G,2013,derrell armstrong,100.2,49.4,53.16,104,1.98061,106.055,106.541,2.20659,2.0,14.3571,0.8,0.6148,1.31622,43.09183986077545
11538,Scoring PG,2017,derric jean,98.3,43.4,47.92,49,0.748189,95.3831,101.591,-1.6216,3.303,8.2121,1.73013455,0.4706,-0.832339,51.481298388044046
