,pos,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,season,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,score
15673,Combo G,2014,gary harris,114.4,25.3,51.8,56.08,4.0,10.2,16.8,12.7,0.81,114,225,0.507,81,230,0.352,1.6,3.4,31.2,So,4.64387,130.168,2.6,96.4,92.577,32.3143,6.39277,2.94881,1.0571,2.9429,4.0,2.6857,1.8,0.4286,16.7429,12.2629,3,1.56664521,0.625,0.4016,98.3044,4.11667,208.288,8.43181,6.41981,2.012,9.34158,48.756218905472636
15674,Combo G,2013,gary harris,115.1,20.4,56.4,58.75,3.7,6.3,9.5,14.8,0.73,84,169,0.497,65,153,0.425,0.7,2.8,27.6,Fr,4.02039,123.983,2.8,96.4,89.3441,29.9091,4.99808,2.71051,0.8788,1.6667,2.5455,1.303,1.3636,0.1818,12.9697,9.62169,4,0.8958405,0.6129,0.3553,96.144,3.79433,154.748,7.02431,5.43082,1.59349,7.7086,48.756218905472636
15699,Wing G,2018,gary trent jr,122.3,17.3,52.8,56.65,2.9,10.3,6.8,9.9,0.876,80,186,0.43,97,241,0.402,0.4,2.0,22.7,Fr,4.20346,123.926,2.0,96.8,96.3665,33.7568,3.98383,1.86363,0.8378,3.4054,4.2432,1.4054,1.1622,0.1351,14.4865,10.8888,4,1.3684519,0.6349,0.3226,101.732,3.84901,210.866,6.50756,4.92641,1.58114,5.84746,55.323383084577124
15876,Wing F,2016,georges niang,116.9,28.0,60.0,62.49,4.8,15.6,19.2,15.8,0.807,227,375,0.605,56,143,0.392,1.8,1.5,23.0,Sr,5.57995,136.875,3.8,86.0,98.308,33.2,6.77499,1.28833,1.3143,4.9143,6.2286,3.3429,0.8857,0.6286,20.5143,6.90206,1,1.27174168,0.7633,0.4757,103.73,3.49352,220.909,7.56725,6.38743,1.17983,8.06332,43.21250888415068
15877,Wing F,2015,georges niang,106.0,26.7,51.7,55.98,4.0,15.2,21.9,18.7,0.808,141,291,0.485,46,115,0.4,1.5,0.9,30.8,Jr,3.61191,121.24,3.7,86.0,95.7721,30.7353,3.54321,0.689815,1.0294,4.3824,5.4118,3.4412,0.5,0.4706,15.3235,6.29726,2,1.28570892,0.5789,0.4388,100.749,3.37344,187.349,4.15235,3.13332,1.01903,4.23303,43.21250888415068
15878,Wing G,2014,georges niang,106.1,27.6,52.6,54.79,3.7,11.9,23.6,16.1,0.721,174,321,0.542,48,147,0.327,2.0,1.1,22.2,So,3.37845,121.199,4.3,86.0,97.7048,30.1471,3.51554,0.929231,1.0,3.4706,4.4706,3.6176,0.6176,0.6176,16.6765,7.94659,3,1.49995858,0.6471,0.4412,104.089,3.28491,180.415,4.03873,3.26576,0.772969,4.44477,43.21250888415068
15879,Wing F,2013,georges niang,116.7,21.9,57.7,59.86,6.2,14.2,14.6,15.7,0.7,119,208,0.572,38,97,0.392,0.9,1.5,32.8,Fr,3.35838,124.377,4.8,86.0,97.4618,25.0857,3.99989,1.00749,1.3429,3.2286,4.5714,1.8286,0.6571,0.2286,12.0571,6.32598,4,1.20755469,0.8182,0.3486,100.858,2.44093,160.207,5.64999,5.20599,0.444004,5.00738,43.21250888415068
16054,Wing G,2013,glenn robinson iii,128.0,15.3,60.9,62.41,7.8,11.2,5.7,9.9,0.676,139,214,0.65,23,71,0.324,0.8,1.9,36.8,Fr,4.78519,126.589,1.4,96.8,93.7873,33.6842,5.18654,1.84601,2.1316,3.2105,5.3421,1.0789,1.0263,0.2632,11.0,3.47075,4,1.32250547,0.7674,0.4651,99.8725,3.71723,209.433,8.65256,6.45742,2.19513,7.03255,24.06538734896944
16055,Wing G,2014,glenn robinson iii,113.7,21.2,53.2,56.59,6.0,11.5,7.6,11.6,0.757,149,265,0.562,33,108,0.306,1.0,1.9,30.8,So,3.82377,122.688,1.8,96.8,99.1859,32.2703,3.80246,0.633079,1.4595,2.973,4.4324,1.1892,0.9459,0.2973,13.0811,5.78926,3,0.95656378,0.7667,0.3904,104.582,3.39214,186.272,5.6466,4.52562,1.12098,4.43553,24.06538734896944
16103,Stretch 4,2010,gordon hayward,113.3,24.4,52.7,60.13,7.6,23.4,12.1,17.5,0.829,126,213,0.592,47,160,0.294,2.8,2.0,57.9,So,4.3908,123.638,2.5,,84.8713,33.4865,5.68736,3.26926,1.9459,6.2973,8.2432,1.6757,1.0811,0.8108,15.4595,8.05743,3,0.72942144,0.6953,0.4416,88.9765,4.82144,258.749,8.61433,3.93472,4.67961,8.95662,62.88557213930349
16104,C,2013,gorgui dieng,112.6,18.2,53.4,56.23,12.9,22.1,12.3,18.9,0.652,125,234,0.534,0,0,0.0,9.4,2.6,47.9,Jr,3.38553,117.22,3.3,91.6,76.177,31.0909,4.59809,5.83893,3.4242,5.9697,9.3939,2.0,1.3333,2.5152,9.7879,0.0,2,1.11863081,0.6827,0.4154,81.001,5.26508,252.025,13.4759,3.72605,9.74983,10.437,43.4683724235963
16105,C,2012,gorgui dieng,104.3,16.3,52.7,55.61,11.7,18.5,6.6,22.2,0.676,144,274,0.526,1,2,0.5,10.4,2.1,39.1,So,2.01259,103.605,4.0,91.6,79.3551,32.8,0.940436,5.93672,3.45,5.625,9.075,1.05,1.175,3.2,9.1,0.0903589,3,0.52499998,0.7339,0.3533,84.6546,5.28259,310.302,10.093,0.434521,9.6585,6.87716,43.4683724235963
16106,C,2011,gorgui dieng,113.0,18.5,61.8,60.88,13.4,18.3,8.2,19.0,0.538,68,109,0.624,0,1,0.0,13.7,1.7,47.3,Fr,1.52568,114.777,5.6,91.6,84.0792,15.5517,1.73786,5.16395,1.8276,2.5862,4.4138,0.6552,0.4483,1.931,5.6552,0.130427,4,0.70375941,0.7385,0.4545,88.3349,2.2925,105.295,10.1501,1.03453,9.11561,6.90181,43.4683724235963
16189,PF/C,2017,grant williams,107.6,25.0,52.5,57.01,12.2,12.8,9.4,17.4,0.663,116,224,0.518,12,31,0.387,7.7,1.7,73.3,Fr,3.00821,121.732,5.2,62.0,94.1575,25.4375,3.36824,2.5665,2.9375,2.9688,5.9062,1.125,0.8125,1.9062,12.5625,2.17324,4,0.58064516,0.629,0.38,98.7246,3.08224,169.662,7.96014,2.93535,5.02479,5.93474,43.411513859275054
16190,Wing F,2019,grant williams,124.5,27.0,58.3,64.73,8.8,17.4,18.3,15.2,0.818,215,361,0.596,14,44,0.318,5.3,2.0,63.7,Jr,6.13572,143.723,3.8,62.0,91.5344,31.8919,8.10155,3.69374,2.2162,5.2973,7.5135,3.1622,1.1351,1.4865,18.8108,2.20111,2,1.40968254,0.7219,0.5024,96.9792,4.13561,248.894,11.7652,7.35703,4.40819,11.7953,43.411513859275054
16191,PF/C,2018,grant williams,108.3,28.0,47.7,54.44,9.4,14.6,14.7,15.6,0.764,180,362,0.497,3,25,0.12,5.1,1.2,54.8,So,3.66301,124.714,4.6,62.0,91.4556,28.8,2.61454,2.49258,2.3143,3.7143,6.0286,1.8857,0.6,1.2571,15.1714,1.4749,3,0.8918791,0.6531,0.3907,97.4059,3.76987,187.946,6.09737,2.08808,4.00929,5.10712,43.411513859275054
16194,Scoring PG,2018,grayson allen,121.1,20.3,53.6,57.97,1.8,8.0,21.2,16.7,0.85,79,157,0.503,102,276,0.37,0.2,2.8,29.3,Sr,4.93857,128.083,2.4,95.0,95.7998,35.5676,4.64711,2.65336,0.5405,2.7838,3.3243,4.6486,1.7297,0.0541,15.4595,11.8347,1,2.17722839,0.5938,0.4409,101.134,4.12495,228.386,7.90584,6.21776,1.68808,7.30047,47.26368159203981
16195,Wing G,2015,grayson allen,118.3,21.8,50.9,58.32,3.5,8.9,7.8,12.9,0.849,27,54,0.5,18,52,0.346,1.5,1.9,50.0,Fr,1.26403,127.251,5.2,95.0,93.2819,9.2,2.79309,1.30513,0.2571,0.7429,1.0,0.4,0.2857,0.1429,4.3714,9.72355,4,0.9332711,0.6571,0.2105,99.3689,1.08155,51.9522,4.74114,4.4103,0.330831,4.09822,47.26368159203981
16196,Combo G,2016,grayson allen,124.9,25.9,55.4,61.56,2.1,11.6,19.4,12.3,0.837,149,297,0.502,90,216,0.417,0.3,2.1,49.1,So,6.62717,140.488,3.0,95.0,98.671,36.5833,7.49769,1.39261,0.6667,3.9167,4.5833,3.5278,1.3056,0.1389,21.6389,9.5483,3,1.76390004,0.6211,0.3603,106.354,3.81818,220.946,7.52834,7.31952,0.208814,8.8903,47.26368159203981
16197,Combo G,2017,grayson allen,113.7,25.0,50.8,56.88,2.7,11.3,21.5,16.9,0.811,60,135,0.444,81,222,0.365,0.2,1.5,44.5,Jr,4.14882,128.16,3.1,95.0,96.1502,29.6176,4.91748,0.287565,0.6765,3.0588,3.7353,3.5,0.7647,0.0588,14.4706,12.6331,2,1.60808632,0.5294,0.3529,103.556,3.36924,161.603,5.67693,5.88764,-0.210711,5.20504,47.26368159203981
16300,PF/C,2010,greg monroe,106.8,27.5,53.4,56.68,8.6,25.2,22.4,20.8,0.66,195,358,0.545,7,27,0.259,4.9,2.2,54.3,So,4.47139,123.362,3.0,98.6,86.8378,34.2353,4.54337,3.31865,2.1765,7.4706,9.6471,3.7647,1.2353,1.5294,16.1471,1.38046,3,1.14286144,0.6471,0.3235,93.1304,4.7123,266.081,8.07504,3.30906,4.76598,7.86202,46.8230277185501
16382,Pure PG,2010,greivis vasquez,111.7,30.7,49.7,55.02,3.9,10.3,35.3,18.2,0.857,151,320,0.472,67,186,0.36,1.0,2.9,31.8,Sr,5.58704,133.197,2.4,91.6,92.9583,34.3125,8.04126,1.932,1.1875,3.5312,4.7188,6.3438,1.7188,0.3438,20.0312,9.6179,1,1.87964446,0.578,0.4171,97.2737,3.94793,211.734,9.25869,7.75068,1.50801,9.97327,40.29850746268657
16473,Wing G,2018,hamidou diallo,101.1,21.3,47.0,49.75,4.2,11.5,9.5,14.8,0.611,108,236,0.458,26,77,0.338,1.6,1.8,40.3,Fr,1.8012,108.791,4.2,98.2,95.8859,24.8108,0.309039,1.49573,0.8649,2.7568,3.6216,1.2432,0.7568,0.3514,10.027,4.77257,4,0.90191524,0.629,0.2679,102.116,2.87974,163.536,2.72071,1.43527,1.28545,1.80476,42.359630419331914
16516,Wing F,2011,harrison barnes,106.8,24.7,49.0,52.17,7.2,12.8,9.6,14.6,0.75,143,302,0.474,67,195,0.344,1.4,1.4,24.9,Fr,3.3071,118.812,2.6,100.0,89.8594,29.3784,4.86756,1.68096,2.027,3.8108,5.8378,1.4324,0.7297,0.4324,15.6757,9.78697,4,0.73611183,0.7246,0.3991,96.5172,3.76606,206.999,6.45127,4.443,2.00827,6.54853,43.26936744847193
16517,Wing F,2012,harrison barnes,108.2,26.0,48.7,52.8,6.9,11.0,7.2,14.0,0.723,180,384,0.469,49,137,0.358,1.1,2.0,37.4,So,3.56749,120.981,2.4,100.0,90.076,29.2368,4.32657,1.6746,1.9474,3.2632,5.2105,1.1316,1.0789,0.3421,17.0526,6.72803,3,0.58108249,0.7333,0.3857,94.6442,3.66786,212.697,5.538,4.02998,1.50802,6.00117,43.26936744847193
16573,C,2010,hassan whiteside,101.7,24.9,51.0,53.55,12.0,24.0,1.8,16.4,0.594,143,284,0.504,3,5,0.6,18.3,1.2,58.8,Fr,2.15312,109.378,3.8,,86.6474,26.5484,2.06156,4.68207,2.7742,6.129,8.9032,0.2258,0.5484,5.2581,12.7742,0.345292,4,0.11864228,0.7196,0.3729,88.111,3.62789,231.982,4.99274,-2.30069,7.29344,6.74362,61.265103056147844
16650,C,2012,henry sims,100.4,28.7,45.7,52.24,8.3,17.3,26.4,23.0,0.722,129,281,0.459,0,1,0.0,5.5,1.3,57.4,Sr,2.90914,116.247,3.9,94.2,85.6473,27.875,2.29764,3.54327,1.7812,4.2812,6.0625,3.3438,0.5938,1.3438,11.7188,0.0709527,1,1.15057468,0.597,0.3333,90.3295,3.87632,174.463,5.67824,0.829829,4.84841,5.84092,23.695806680881315
16651,C,2011,henry sims,100.1,17.5,57.8,56.9,8.0,18.9,16.2,27.4,0.5,48,82,0.585,0,1,0.0,4.8,1.2,45.8,Jr,0.752559,101.779,6.0,94.2,92.6367,14.0312,-0.888444,3.23712,0.8438,2.3125,3.1562,1.1875,0.2812,0.6562,3.5938,0.137517,2,1.08566471,0.7442,0.4054,99.3397,1.66305,85.6712,3.50565,-0.234341,3.73999,2.34867,23.695806680881315
16652,C,2010,henry sims,84.0,16.0,50.0,52.81,7.2,17.2,6.2,33.7,0.565,13,23,0.565,0,3,0.0,7.0,1.0,88.5,So,-0.0594076,83.173,5.5,94.2,92.0672,6.7143,-3.62133,2.64003,0.3571,1.0,1.3571,0.25,0.1071,0.4286,1.3929,0.951429,3,0.41179377,0.6923,0.4,98.1582,0.802346,35.8202,-0.044385,-3.02506,2.98068,-0.981295,23.695806680881315
16702,Wing G,2010,hollis thompson,112.1,13.0,56.6,57.64,5.3,9.4,8.6,18.0,0.615,27,58,0.466,28,64,0.438,2.3,2.8,32.0,Fr,1.40506,106.519,5.0,89.4,93.1615,19.4706,1.83299,2.67903,0.7647,1.5882,2.3529,0.9706,0.9118,0.4118,4.7647,5.75156,4,1.26925594,0.5667,0.3333,99.9124,2.25277,117.343,5.54891,3.55306,1.99585,4.51201,20.810234541577827
16703,Wing F,2011,hollis thompson,124.3,16.0,63.0,64.39,6.6,16.2,6.2,13.5,0.72,56,97,0.577,42,92,0.457,1.9,2.1,26.5,So,3.00312,123.631,3.7,89.4,93.7613,23.25,5.19834,1.84178,1.1562,3.2812,4.4375,0.7188,0.7812,0.4375,8.5625,7.62587,3,0.88467693,0.6154,0.5349,100.546,2.66531,135.234,6.3071,4.58794,1.71917,7.04012,20.810234541577827
16704,Wing F,2012,hollis thompson,111.0,21.2,55.2,56.79,5.5,15.2,10.6,15.8,0.671,95,195,0.487,57,132,0.432,1.6,1.4,24.2,Jr,3.44246,118.007,2.8,89.4,88.4387,31.1875,4.20985,1.45558,1.3125,4.2188,5.5312,1.4688,0.6875,0.4375,12.9375,8.36577,2,0.88684936,0.6311,0.3261,93.2735,4.03952,173.611,5.12636,3.46936,1.657,5.66543,20.810234541577827
16863,Combo G,2011,ian clark,119.6,20.5,59.6,62.04,2.2,8.8,14.8,16.9,0.818,78,144,0.542,72,168,0.429,0.8,2.9,21.2,So,2.72804,118.448,3.5,36.8,94.0227,24.6,4.48637,1.95302,0.4571,1.8286,2.2857,1.8,1.2286,0.1714,12.1714,11.2002,3,1.21155007,0.6353,0.4068,91.5024,2.78886,158.805,5.30879,3.91719,1.3916,6.43938,18.606965174129353
16864,Combo G,2013,ian clark,118.1,23.0,66.4,68.36,1.4,10.0,14.5,20.2,0.861,111,171,0.649,95,211,0.45,0.8,2.9,18.8,Sr,4.11126,120.704,2.3,36.8,95.6922,33.5484,6.17172,1.06657,0.3548,2.871,3.2258,2.3548,1.6452,0.2258,18.3548,11.8371,1,0.87950993,0.7473,0.5375,97.089,3.50289,186.714,5.1944,4.58805,0.606346,7.23828,18.606965174129353
16865,Combo G,2010,ian clark,103.3,24.5,55.6,58.04,2.8,9.2,16.9,23.4,0.775,89,176,0.506,74,184,0.402,1.1,2.1,22.2,Fr,2.18665,107.174,3.2,36.8,100.956,29.6129,2.81761,-0.0156169,0.7097,2.5806,3.2903,2.1613,1.0645,0.3226,14.9032,11.3308,4,0.72043331,0.5976,0.4255,99.0412,2.60432,159.989,1.90783,1.57848,0.329354,2.80199,18.606965174129353
16866,Combo G,2012,ian clark,120.9,19.5,58.6,60.28,1.9,9.1,16.2,13.4,0.822,58,107,0.542,89,220,0.405,0.3,2.1,13.8,Jr,3.22854,119.511,3.0,36.8,99.8706,27.7273,5.2182,0.510148,0.4242,2.2424,2.6667,2.3636,1.0,0.0909,12.7273,13.934,2,1.90244681,0.6406,0.3953,100.477,2.5284,153.574,5.37565,5.51027,-0.13462,5.72835,18.606965174129353
17009,Combo G,2011,iman shumpert,107.1,28.7,45.4,51.72,5.8,16.4,25.7,14.6,0.806,135,285,0.474,42,151,0.278,0.7,5.0,40.1,Jr,4.04547,122.988,3.5,95.6,88.6926,32.0,5.2283,3.9449,1.7419,4.1935,5.9355,3.4839,2.7419,0.1935,17.3226,8.79213,2,1.5000001,0.693,0.3275,91.788,4.21159,225.934,8.39649,5.09881,3.29768,9.1732,53.34754797441366
17010,Scoring PG,2010,iman shumpert,94.0,21.4,44.5,48.24,3.5,9.0,24.3,27.0,0.72,63,155,0.406,37,111,0.333,0.6,3.5,28.2,So,1.73453,102.029,3.1,95.6,87.57,30.6552,0.801949,2.76395,0.931,2.7241,3.6552,4.0,1.8966,0.1724,10.0345,7.03017,3,1.27473784,0.5862,0.299,94.1602,4.14162,175.644,4.66335,1.9912,2.67216,3.5659,53.34754797441366
17016,Wing G,2019,immanuel quickley,107.5,15.0,47.3,54.09,0.4,10.3,11.2,19.1,0.828,25,61,0.41,30,87,0.345,0.2,1.4,43.2,Fr,1.14037,105.356,2.6,95.8,93.8494,18.4865,0.396712,2.39165,0.0541,1.7027,1.7568,1.1892,0.4324,0.027,5.2162,7.5772,4,1.33333338,0.7368,0.2619,100.165,2.26891,109.072,3.33477,1.92026,1.41451,2.78836,
17017,Wing G,2020,immanuel quickley,117.9,22.2,51.1,59.49,2.1,11.9,11.7,12.8,0.923,76,186,0.409,62,145,0.428,0.5,1.6,47.1,So,4.55608,125.623,2.8,95.8,94.1177,32.8667,4.86227,1.48481,0.5333,3.6667,4.2,1.9,0.9,0.1333,16.0667,8.59984,3,1.18749997,0.48,0.3824,98.4589,3.75772,170.826,5.6328,5.20309,0.42971,6.34707,
17108,Wing G,2020,isaac okoro,112.8,20.0,55.3,58.51,6.4,8.8,13.1,17.6,0.672,105,174,0.603,20,70,0.286,3.1,1.7,54.9,Fr,3.22455,115.701,3.5,93.0,95.294,31.4286,3.26188,2.03186,1.8929,2.5357,4.4286,2.0357,0.9286,0.8929,12.8571,4.47823,4,1.03634885,0.6779,0.16,100.236,3.40379,154.441,5.74773,3.48115,2.26658,5.29374,
17168,Scoring PG,2012,isaiah canaan,120.4,27.0,58.3,63.69,3.1,9.4,23.7,18.7,0.834,81,172,0.471,91,201,0.453,0.2,2.2,46.9,Jr,5.0012,128.194,2.1,,95.4663,34.2,7.19613,1.04016,0.8333,2.7667,3.6,3.5333,1.2667,0.0667,19.3667,11.7789,2,1.23253218,0.5783,0.3708,95.2616,3.63464,168.002,6.25067,6.00133,0.249335,8.23629,27.036247334754798
17169,Combo G,2010,isaiah canaan,116.1,22.4,60.4,63.27,2.3,10.4,14.6,20.7,0.756,63,124,0.508,51,107,0.477,0.2,2.2,37.2,Fr,2.14682,116.297,3.9,,95.8062,20.2353,2.97287,0.440132,0.3529,1.9118,2.2647,1.4706,0.7647,0.0294,10.1176,9.19795,4,0.92595393,0.5536,0.4697,93.936,2.15555,117.045,1.33391,2.10956,-0.775646,3.413,27.036247334754798
17170,Scoring PG,2011,isaiah canaan,106.7,22.5,51.0,56.11,2.0,6.5,18.3,19.3,0.759,49,118,0.415,54,137,0.394,0.4,2.1,45.5,So,2.12879,108.016,2.6,,103.864,28.2,2.31145,-0.698959,0.4333,1.4,1.8333,2.2667,0.9333,0.1,11.6,10.0531,3,1.15253983,0.4839,0.3393,101.306,2.2568,121.842,0.276185,1.74834,-1.47216,1.61249,27.036247334754798
17171,Scoring PG,2013,isaiah canaan,112.4,30.7,52.4,57.63,1.7,9.1,27.7,17.3,0.823,114,233,0.489,91,245,0.371,0.4,2.6,37.9,Sr,4.98726,124.649,2.1,,101.912,37.1034,5.91546,-0.245615,0.5172,2.931,3.4483,4.2759,1.5862,0.1379,22.4138,13.5266,1,1.29169554,0.5426,0.4532,101.604,3.0365,182.92,3.55847,5.21358,-1.65511,5.66985,27.036247334754798
17325,PF/C,2018,isaiah roby,117.5,18.3,61.6,64.97,7.7,20.0,13.9,20.0,0.73,78,126,0.619,17,42,0.405,7.6,1.5,59.5,So,2.64873,119.686,5.4,73.6,90.8449,24.0312,2.53662,4.74998,1.6562,4.5938,6.25,1.6562,0.625,1.9688,8.75,3.2064,3,1.10413337,0.6782,0.5135,94.4439,3.20652,176.031,8.96653,2.66281,6.30371,7.2866,
17326,Stretch 4,2019,isaiah roby,102.9,21.9,49.7,53.19,6.6,17.8,12.5,17.3,0.677,120,242,0.496,28,84,0.333,6.4,2.4,40.8,Jr,2.757,112.991,4.1,73.6,91.0837,31.2286,2.16458,3.24746,1.8857,5.0286,6.9143,1.9429,1.2571,1.8857,11.8286,4.55766,2,0.97144997,0.6074,0.2658,96.0961,4.14359,238.984,6.17823,1.44872,4.72951,5.41203,
17327,PF/C,2017,isaiah roby,83.2,16.1,39.9,43.95,8.6,13.3,9.2,29.6,0.762,31,70,0.443,3,19,0.158,5.8,2.1,23.6,Fr,-0.265249,82.5835,5.0,73.6,96.092,15.2333,-2.9841,2.32086,1.2,1.7333,2.9333,0.7333,0.5333,0.8333,3.1333,2.52401,4,0.61108328,0.5814,0.2222,102.826,1.6727,87.0826,1.75337,-2.84987,4.60324,-0.663242,
17342,C,2020,isaiah stewart,115.7,24.2,57.7,62.92,10.6,19.4,6.3,16.1,0.774,187,317,0.59,5,20,0.25,7.0,0.9,59.1,Fr,4.79497,128.44,3.2,99.6,89.5917,32.3125,4.53945,2.10481,2.75,6.0312,8.7812,0.8438,0.5312,2.0938,16.9688,1.09685,4,0.38029565,0.6943,0.4274,92.5887,4.19981,220.772,5.72257,2.51482,3.20774,6.64426,
17356,Combo G,2010,isaiah thomas,108.7,26.0,48.8,53.99,2.1,11.9,19.5,16.1,0.732,121,249,0.486,65,199,0.327,0.3,1.9,47.5,So,3.85141,121.522,2.5,57.6,92.7601,31.1143,5.09193,1.31994,0.5714,3.3429,3.9143,3.1714,1.0571,0.0857,16.9429,10.0546,3,1.33735343,0.6348,0.3582,98.0477,3.63033,196.57,5.37921,4.60979,0.769427,6.41187,54.314143567874915
17357,Scoring PG,2011,isaiah thomas,114.3,27.2,51.7,56.25,2.5,9.5,32.7,19.0,0.719,128,250,0.512,60,172,0.349,0.2,2.3,49.8,Jr,4.84646,130.417,2.7,57.6,94.9239,31.8571,5.9993,1.19221,0.7429,2.7714,3.5143,6.0857,1.3429,0.0571,16.7714,8.55836,2,2.0480918,0.6746,0.3468,99.5797,3.51267,197.365,6.44643,6.24487,0.201557,7.19152,54.314143567874915
17555,PF/C,2017,ivan rabb,106.2,24.2,49.7,54.14,10.7,25.7,10.9,16.5,0.663,143,292,0.49,8,20,0.4,3.3,1.3,59.9,So,3.12796,115.738,3.8,98.8,87.1575,32.6452,2.51827,2.77518,3.0323,7.4516,10.4839,1.5484,0.6774,1.0,14.0,1.19053,3,0.71642071,0.6466,0.3585,90.5229,4.67577,218.707,4.93547,0.740694,4.19478,5.29345,
17556,PF/C,2016,ivan rabb,120.5,20.4,61.6,63.55,11.2,21.4,6.6,15.2,0.669,160,260,0.615,1,2,0.5,4.1,1.1,58.8,Fr,3.69088,125.421,4.3,98.8,89.7291,28.6765,4.38714,3.09297,2.7647,5.7647,8.5294,0.9118,0.5294,1.2353,12.5294,0.119112,4,0.59618153,0.7415,0.4513,94.3616,3.86093,206.832,7.52203,3.43321,4.08882,7.48012,
17609,Pure PG,2019,ja morant,115.6,36.0,54.7,60.77,4.1,12.6,51.4,22.0,0.815,194,356,0.545,56,152,0.368,2.2,2.4,51.0,So,6.4241,136.933,1.6,,97.5625,36.6061,8.27687,1.67611,1.2121,4.4848,5.697,9.9394,1.7576,0.8182,24.4848,7.32938,3,1.92941848,0.6061,0.3696,97.0275,4.14151,228.668,8.98151,6.94206,2.03945,9.95298,79.01918976545844
17639,PF/C,2014,jabari parker,111.7,31.6,51.1,55.77,11.4,23.1,8.7,14.5,0.748,198,393,0.504,38,106,0.358,4.0,2.1,42.9,Fr,4.91923,134.716,3.1,99.4,93.1302,30.6571,6.33399,0.513063,3.0,5.7429,8.7429,1.1714,1.0571,1.2286,19.1429,5.99369,4,0.50615734,0.6231,0.3834,98.2252,3.87471,217.143,6.22828,4.13547,2.09281,6.84705,40.55437100213221
18048,Stretch 4,2020,jaden mcdaniels,91.9,25.2,46.9,51.52,4.4,15.7,14.4,23.4,0.763,93,209,0.445,43,127,0.339,4.4,1.4,33.9,Fr,1.89095,103.043,4.3,98.6,91.5955,31.0323,-0.25085,1.7085,1.0968,4.6774,5.7742,2.0645,0.7742,1.2581,12.9677,7.48782,4,0.6399963,0.5588,0.3901,94.5189,3.81835,190.779,2.19213,-0.561201,2.75333,1.45765,
18075,Wing G,2012,jae crowder,122.3,22.0,56.8,59.85,7.0,20.5,13.5,9.8,0.735,156,259,0.602,61,177,0.345,3.1,4.3,37.2,Sr,5.29599,132.03,3.2,,81.1209,32.9429,7.96643,5.1177,2.0,6.4,8.4,2.0857,2.5143,1.0,17.5429,8.64561,1,1.65913615,0.7485,0.3182,84.8446,5.17007,311.979,13.2884,7.37385,5.91459,13.0841,61.17981520966597
18076,Wing F,2011,jae crowder,121.0,19.5,54.9,56.44,9.5,18.7,11.4,8.7,0.616,116,209,0.555,42,117,0.359,3.3,2.8,38.3,Jr,3.73487,125.399,3.3,,90.7723,27.5946,6.27204,2.58238,2.2432,4.5405,6.7838,1.5676,1.2973,0.8649,11.7568,6.6533,2,1.93339909,0.6617,0.3733,96.4249,3.45028,222.571,10.056,6.51865,3.53735,8.85442,61.17981520966597
18099,Wing G,2018,jae'sean tate,108.6,22.7,57.5,58.18,5.4,18.9,18.7,19.3,0.591,160,272,0.588,11,35,0.314,2.2,2.1,35.8,Sr,3.05122,117.845,4.3,88.6,91.3832,29.5882,2.64456,3.3222,1.2941,4.9412,6.2353,2.8824,1.0588,0.5588,12.2941,2.04387,1,1.30667759,0.6927,0.3375,96.5874,3.86551,206.248,6.66552,2.74041,3.92511,5.96677,
18100,Wing G,2016,jae'sean tate,106.6,21.4,54.8,54.78,7.7,16.1,11.5,15.1,0.518,121,219,0.553,14,40,0.35,1.2,2.5,32.8,So,2.35562,111.613,4.2,88.6,94.8578,29.0357,1.75629,2.54749,1.9643,4.4286,6.3929,1.5,1.25,0.3214,11.7143,2.87881,3,0.93335822,0.7087,0.337,97.0,3.39028,165.586,4.65415,2.30031,2.35384,4.30378,
18101,Wing G,2017,jae'sean tate,106.0,23.5,55.9,56.65,7.1,14.8,13.5,17.3,0.573,174,297,0.586,8,36,0.222,1.7,1.9,45.0,Jr,3.09251,115.833,4.0,88.6,96.7325,31.9062,2.36838,1.61516,1.9375,4.4688,6.4062,2.0,1.0625,0.4688,14.3125,2.03287,2,0.88888889,0.7249,0.3364,100.154,3.55125,201.337,4.58758,2.66554,1.92204,3.98354,
18102,Wing G,2015,jae'sean tate,109.3,20.1,59.6,58.68,10.5,15.9,3.0,16.3,0.52,123,195,0.631,3,19,0.158,3.1,2.4,47.7,Fr,2.00481,113.788,4.6,88.6,88.5857,22.0286,1.29401,1.80914,1.8857,3.1143,5.0,0.3429,0.8857,0.6,8.8,1.47794,4,0.28575,0.7047,0.3913,93.2474,2.94609,154.787,2.94295,1.36391,1.57904,3.10316,
18152,C,2015,jahlil okafor,116.4,27.6,66.4,64.14,14.8,18.2,9.4,18.2,0.51,279,420,0.664,0,0,0.0,4.5,1.5,46.2,Fr,4.86364,134.278,2.8,100.0,87.7919,30.0789,7.26684,2.26927,3.5263,4.9474,8.4737,1.2895,0.7632,1.4211,17.2895,0.0,4,0.5158,0.7889,0.44,94.5347,4.1073,226.642,9.34057,5.72749,3.61308,9.53611,26.79459843638949
